id,product_name,current_price,list_price,brand,category,cpu,ram,storage,screen_size,screen_resolution,os,software,average_rating,product_url
207,"Laptop Asus Vivobook 15 X1504ZA - NJ102W (i3 1215U, 8GB, 512GB, Full HD, Win11)",10390000.0,11990000.0,Asus,Laptop,i3 1215U,8GB,512GB,N/A,Full HD,Windows 11,N/A,4.9,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504za-i3-nj102w
208,"Laptop Acer Aspire Lite 14 51M 36PN - NX.KTWSV.001 (i3 1215U, 8GB, 512GB, Full HD+, Win11)",9990000.0,10790000.0,Acer,Laptop,i3 1215U,8GB,512GB,N/A,Full HD,Windows 11,N/A,4.9,https://www.thegioididong.com/laptop/acer-aspire-lite-14-51m-36pn-i3-nxktwsv001
209,"Laptop Dell Inspiron 16 5640 - N5640-C7U161W11IBU (Core 7 150U, 16GB, 1TB, Full HD+, OfficeHS, Win11)",24990000.0,26990000.0,Dell,Laptop,Core 7 150U,16GB,1TB,N/A,Full HD,Windows 11,OfficeHS,5.0,https://www.thegioididong.com/laptop/dell-inspiron-16-5640-core-7-n5640c7u161w11ibu
210,"Laptop Acer Swift Go 14 41 R251 - NX.KG3SV.005 (R5 7430U, 16GB, 1TB, Full HD, Win11)",,,Acer,Laptop,R5 7430U,16GB,1TB,N/A,Full HD,Windows 11,N/A,4.9,https://www.thegioididong.com/laptop/acer-swift-go-14-41-r251-r5-nxkg3sv005?utm_flashsale=1
211,"Laptop Asus Gaming Vivobook K3605ZU - RP296W (i5 12500H, 16GB, 512GB, RTX 4050 6GB, WUXGA 144Hz, Win11)",22690000.0,25090000.0,Asus,Laptop,i5 12500H,16GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/asus-gaming-vivobook-k3605zu-i5-rp296w
212,"Laptop Dell Inspiron 15 3530 - N3530-i7U161W11BLU-FP (i7 1355U, 16GB, 1TB, Full HD 120Hz, OfficeHS, Win11)",21990000.0,22990000.0,Dell,Laptop,i7 1355U,16GB,1TB,N/A,Full HD,Windows 11,OfficeHS,5.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n3530i7u161w11blufp
213,"Laptop GIGABYTE Gaming A16 GA6H - GAMING-A16-CMHH2VN893SH (i5 13420H, 16GB, 512GB, RTX 4050 6GB, WUXGA 165Hz, Win11)",23390000.0,24590000.0,Gigabyte,Laptop,i5 13420H,16GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/gigabyte-a16-ga6h-i5-gaminga16cmhh2vn893sh
214,"Laptop Lenovo ThinkBook 14 - 21MR0072VN (Ultra 7 155U, 16GB, 512GB, WUXGA, Win11)",25090000.0,26890000.0,Lenovo,Laptop,N/A,16GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/lenovo-thinkbook-14-ultra-7-21mr0072vn
215,"Laptop MSI Venture A15 AI A2HMG - 003VN (R7 260, 16GB, 512GB, Full HD 144Hz, Win11)",19690000.0,22490000.0,MSI,Laptop,N/A,16GB,512GB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/msi-venture-a15-ai-a2hmg-r7-003vn
216,"Laptop HP OmniBook UF 14 fh0095TU - BZ7S2PA (Ultra 9 288V, 32GB, 1TB, 2.8K OLED 120Hz, Cảm ứng, OfficeH24, Win11)",52290000.0,55890000.0,HP,Laptop,N/A,32GB,1TB,N/A,2.8K,Windows 11,OfficeH24,0.0,https://www.thegioididong.com/laptop/hp-omnibook-uf-14-fh0095tu-ultra-9-288v-bz7s2pa
217,"Laptop Asus Vivobook 15 OLED A1505VA - L1341W (i5 13500H, 16GB, 512GB, Full HD OLED, Win11)",16190000.0,19490000.0,Asus,Laptop,i5 13500H,16GB,512GB,N/A,Full HD,Windows 11,N/A,4.9,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i5-l1341w
218,"Laptop Asus Zenbook 14 UX3405CA - PZ204WS (Ultra 9 285H, 32GB, 1TB, 2.8K 120Hz, Cảm ứng, OfficeH24+365, Win11)",35290000.0,38290000.0,Asus,Laptop,N/A,32GB,1TB,N/A,2.8K,Windows 11,OfficeH24+365,5.0,https://www.thegioididong.com/laptop/asus-zenbook-14-ux3405ca-ultra-9-pz204ws
219,"Laptop HP VICTUS 15 fb3116AX - BX8U4PA (R7 7445HS, 16GB, 512GB, RTX3050 6GB, Full HD 144Hz, Win11)",22690000.0,25990000.0,HP,Laptop,R7 7445HS,16GB,512GB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/hp-victus-15-fb3116ax-r7-7445hs-bx8u4pa
220,"Laptop HP Pavilion 15 eg2082TU - 7C0Q5PA (i5 1240P, 8GB, 512GB, Full HD, Win11)",,,HP,Laptop,i5 1240P,8GB,512GB,N/A,Full HD,Windows 11,N/A,4.9,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2082tu-i5-7c0q5pa?utm_flashsale=1
221,"Laptop Acer Aspire 5 A515 58M 79R7 - NX.KQ8SV.007 (i7 13620H, 16GB, 512GB, Full HD, Win11)",,,Acer,Laptop,i7 13620H,16GB,512GB,N/A,Full HD,Windows 11,N/A,4.9,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58m-79r7-i7-nxkq8sv007?utm_flashsale=1
222,"Laptop Dell Inspiron 14 5440 - NDY5V1 (i5 1334U, 16GB, 512GB, Full HD+, OfficeHS, Win11)",19990000.0,20590000.0,Dell,Laptop,i5 1334U,16GB,512GB,N/A,Full HD,Windows 11,OfficeHS,5.0,https://www.thegioididong.com/laptop/dell-inspiron-14-5440-i5-ndy5v1
223,"Laptop Lenovo IdeaPad Slim 5 OLED 14IRH10R - 83J0006CVN (Core 5 210H, 32GB, 1TB, WUXGA OLED, Win11)",24090000.0,24590000.0,Lenovo,Laptop,N/A,32GB,1TB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-oled-14irh10r-core-5-83j0006cvn
224,"Laptop Lenovo IdeaPad Slim 5 OLED 14IRH10R - 83J0006EVN (Core 5 210H, 16GB, 512GB, WUXGA OLED, Win11)",20990000.0,21490000.0,Lenovo,Laptop,N/A,16GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-oled-14irh10r-core-5-83j0006evn
225,"Laptop Dell G15 5530 - i7HX161W11GR4060 (i7 13650HX, 16GB, 1TB, RTX 4060 8GB, Full HD 165Hz, OfficeHS, Win11)",36190000.0,41190000.0,Dell,Laptop,i7 13650HX,16GB,1TB,N/A,Full HD,Windows 11,OfficeHS,5.0,https://www.thegioididong.com/laptop/dell-g15-5530-i7-i7hx161w11gr4060
226,"Laptop Acer Gaming Nitro V 15 ProPanel ANV15 41 R7CR - NH.QPESV.003 (R5 7535HS, 16GB, 512GB, RTX 4050 6GB, Full HD 180Hz, Win11)",24990000.0,26990000.0,Acer,Laptop,R5 7535HS,16GB,512GB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/acer-nitro-v-15-propanel-anv15-41-r7cr-r5-7535hs-nh-qpesv-003
227,"Laptop MSI Gaming Katana 15 HX B14WFK - 267VN (i7 14650HX, 32GB, 512GB, RTX5060 8GB, QHD 165Hz, Win11)",38190000.0,40190000.0,MSI,Laptop,i7 14650HX,32GB,512GB,N/A,QHD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/msi-katana-15-hx-b14wfk-i7-14650hx-267vn
228,"Laptop Acer Gaming Nitro V 15 ProPanel ANV15 52 59AA - NH.QZ9SV.002 (i5 13420H, 16GB, 512GB, RTX 5050 8GB, Full HD 180Hz, Win11)",,,Acer,Laptop,i5 13420H,16GB,512GB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/acer-nitro-v-15-propanel-anv15-52-59aa-i5-13420h-nh-qz9sv-002?utm_flashsale=1
229,"Laptop HP 240 G10 - 9H2E4PT (i5 1335U, 16GB, 512GB, Full HD, Win11)",,,HP,Laptop,i5 1335U,16GB,512GB,N/A,Full HD,Windows 11,N/A,4.9,https://www.thegioididong.com/laptop/hp-240-g10-i5-9h2e4pt?utm_flashsale=1
230,"Laptop GIGABYTE Gaming G6 MF RC56 - 9RC56MF0HJIIXIVN000 (i7 13620H, 16GB, 512GB, RTX 4050 6GB, WUXGA 165Hz, Win11)",23390000.0,24790000.0,Gigabyte,Laptop,i7 13620H,16GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/gigabyte-g6-mf-rc56-i7-9rc56mf0hjiixivn000
231,"Laptop Asus Vivobook 15 OLED A1505VA - MA586WS (i9 13900H, 16GB, 512GB, 2.8K OLED 120Hz, OfficeHS, Win11)",,,Asus,Laptop,i9 13900H,16GB,512GB,N/A,2.8K,Windows 11,OfficeHS,5.0,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i9-ma586ws
232,"Laptop Lenovo Gaming LOQ 15AHP10 - 83JG0047VN (R7 250, 16GB, 512GB, RTX 5050 8GB, Full HD 144Hz, Win11)",31690000.0,32490000.0,HP,Laptop,N/A,16GB,512GB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/lenovo-gaming-loq-15ahp10-r7-83jg0047vn
233,"Laptop HP Gaming VICTUS 16 r0283TX - AD9T3PA (i5 13500H, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",,,HP,Laptop,i5 13500H,16GB,512GB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/hp-victus-16-r0283tx-i5-ad9t3pa?utm_flashsale=1
234,"Laptop Asus Zenbook A14 UX3407QA - QD299WS (X1 26 100, 16GB/, 512GB, WUXGA OLED, OfficeH24+365, Win11)",27990000.0,29390000.0,Asus,Laptop,N/A,16GB,512GB,N/A,WUXGA,Windows 11,OfficeH24+365,5.0,https://www.thegioididong.com/laptop/asus-zenbook-a14-ux3407qa-x1-26-100-qd299ws
235,"Laptop Dell Inspiron 15 3530 - N3530-i5U165W11SLU (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeHS, Win11)",17490000.0,19590000.0,Dell,Laptop,i5 1334U,16GB,512GB,N/A,Full HD,Windows 11,OfficeHS,4.9,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n3530i5u165w11slu
236,"Laptop Dell Inspiron 14 5440 - N5440-C5U165W11IBD2 (Core 5 120U, 16GB, 512GB, MX570A 2GB, 2.2K, OfficeHS, Win11)",24490000.0,26090000.0,Dell,Laptop,Core 5 120U,16GB,512GB,N/A,2K,Windows 11,OfficeHS,5.0,https://www.thegioididong.com/laptop/dell-inspiron-14-5440-core-5-n5440c5u165w11ibd2
237,"Laptop Acer Gaming Nitro V ANV15 51 57B2 - NH.QN8SV.001 (i5 13420H, 8GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",,,Acer,Laptop,i5 13420H,8GB,512GB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/acer-nitro-v-anv15-51-57b2-i5-nhqn8sv001?utm_flashsale=1
238,"Laptop HP Elitebook 630 G10 - 9H1N9PT (i7 1355U, 16GB, 512GB, Full HD, Win11)",,,HP,Laptop,i7 1355U,16GB,512GB,N/A,Full HD,Windows 11,N/A,4.9,https://www.thegioididong.com/laptop/hp-elitebook-630-g10-i7-9h1n9pt?utm_flashsale=1
239,"Laptop MSI Gaming Katana 15 HX B14WFK - 025VN (i7 14650HX, 16GB, 512GB, RTX5060 8GB, QHD 165Hz, Win11)",36190000.0,38190000.0,MSI,Laptop,i7 14650HX,16GB,512GB,N/A,QHD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/msi-katana-15-hx-b14wfk-i7-14650hx-025vn
240,"Laptop Acer Swift Go 14 AI 73 71ZX - NX.KSLSV.002 (Ultra 7 155H, 16GB, 512GB, 2.8K, Win11)",,,Acer,Laptop,N/A,16GB,512GB,N/A,2.8K,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/acer-swift-go-14-ai-73-71zx-ultra-7-nxkslsv002?utm_flashsale=1
241,"Laptop Asus Vivobook S16 S3607VA - RP155WS (Core 5 210H, 16GB, 512GB, WUXGA 144Hz, OfficeH24+365, Win11)",19290000.0,21490000.0,Asus,Laptop,N/A,16GB,512GB,N/A,WUXGA,Windows 11,OfficeH24+365,5.0,https://www.thegioididong.com/laptop/asus-vivobook-s16-s3607va-core-5-210h-rp155ws
242,"Laptop Dell Inspiron 16 5640 - KHPF5 (Core 7 150U, 16GB, 1TB, MX570A 2GB, Full HD+ OfficeHS, Win11)",26490000.0,28990000.0,HP,Laptop,Core 7 150U,16GB,1TB,N/A,Full HD,Windows 11,OfficeHS,5.0,https://www.thegioididong.com/laptop/dell-inspiron-16-5640-core-7-khpf5
243,"Laptop HP Gaming VICTUS 16 s0077AX - 8C5N6PA (R7 7840HS, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",,,HP,Laptop,R7 7840HS,16GB,512GB,N/A,Full HD,Windows 11,N/A,4.9,https://www.thegioididong.com/laptop/hp-gaming-victus-16-s0077ax-r7-8c5n6pa?utm_flashsale=1
244,"Laptop Asus TUF Gaming F16 FX607VJ - RL035W (Core 5 210H, 16GB, 512GB, RTX 3050 6GB, Full HD+ 144Hz, Win11)",22190000.0,24590000.0,Asus,Laptop,N/A,16GB,512GB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/asus-tuf-gaming-f16-fx607vj-core-5-rl035w
245,"Laptop HP Probook 4 G1i 16 - BQ5D4PT (Ultra 5 225U, 16GB, 512GB, WUXGA, Win11)",23990000.0,24890000.0,HP,Laptop,N/A,16GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/hp-probook-4-g1i-16-ultra-5-225u-bq5d4pt
246,"Laptop Acer Swift Lite 14 AI SFL14 51M 56HS - NX.J1HSV.002 (Ultra 5 125U, 16GB, 512GB, Full HD+, Win11)",,,Acer,Laptop,N/A,16GB,512GB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/acer-swift-lite-14-ai-sfl14-51m-56hs-ultra-5-nxj1hsv002?utm_flashsale=1
247,"Laptop HP Envy X360 14 fc0153TU - AY8V4PA (Ultra 7 155U, 32GB, 512GB, 2.8K OLED, Cảm ứng, Win11)",,,HP,Laptop,N/A,32GB,512GB,N/A,2.8K,Windows 11,N/A,4.9,https://www.thegioididong.com/laptop/hp-envy-x360-14-fc0153tu-ultra-7-ay8v4pa?utm_flashsale=1
248,"Laptop Lenovo ThinkBook 14 G7 - 21MR0070VN (Ultra 7 155U, 32GB, 1TB, WUXGA, Win11)",28090000.0,29590000.0,Lenovo,Laptop,N/A,32GB,1TB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/lenovo-thinkbook-14-g7-ultra-7-21mr0070vn
249,"Laptop MSI Gaming GF63 Thin 12VE - 460VN (i5 12450H, 8GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",19290000.0,22090000.0,MSI,Laptop,i5 12450H,8GB,512GB,N/A,Full HD,Windows 11,N/A,4.9,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-12ve-i5-460vn
250,"Laptop Lenovo IdeaPad Slim 5 OLED 14IAH10 - 83NC001AVN (Ultra 7 255H, 24GB, 1TB, WUXGA OLED, Win11)",27190000.0,27590000.0,Lenovo,Laptop,N/A,24GB,1TB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-oled-14iah10-ultra-7-83nc001avn
251,"Laptop Acer Aspire Lite AL16 51P 596H - NX.KWZSV.002 (i5 1235U, 8GB, 512GB, WUXGA, Win11)",12990000.0,13790000.0,Acer,Laptop,i5 1235U,8GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/acer-aspire-lite-al16-51p-596h-i5-nxkwzsv002
252,"Laptop Asus TUF Gaming F16 FX608JHR - RV037W (i7 14650HX, 16GB, 1TB, RTX 5050 8GB, WUXGA 165Hz, Win11)",35690000.0,38290000.0,Asus,Laptop,i7 14650HX,16GB,1TB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/asus-tuf-gaming-f16-fx608jhr-i7-rv037w
253,"Laptop HP OmniBook 5 AI 16 af1048TU - BZ7Q9PA (Ultra 5 225U, 16GB, 512GB, WUXGA, OfficeH24, Win11)",22990000.0,23690000.0,HP,Laptop,N/A,16GB,512GB,N/A,WUXGA,Windows 11,OfficeH24,5.0,https://www.thegioididong.com/laptop/hp-omnibook-5-ai-16-af1048tu-ultra-5-225u-bz7q9pa
254,"Laptop HP 15 fd1037TU - 9Z2W5PA (Core 7 150U, 16GB, 1TB, Full HD, Win11)",21090000.0,23290000.0,HP,Laptop,Core 7 150U,16GB,1TB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/hp-15-fd1037tu-core-7-150u-9z2w5pa
255,"Laptop Dell G15 5530 - i9HX161W11GR4060 (i9 13900HX, 16GB, 1TB, 8GB RTX4060, 15.6""F, 165Hz, OfficeHS, Win11)",40190000.0,45390000.0,Dell,Laptop,i9 13900HX,16GB,1TB,N/A,N/A,Windows 11,OfficeHS,5.0,https://www.thegioididong.com/laptop/dell-g15-5530-i9-i9hx161w11gr4060
256,"Laptop HP Probook 4 G1i 16 - BQ5E1PT (Ultra 7 255U, 16GB, 512GB, WUXGA, Win11)",28490000.0,29190000.0,HP,Laptop,N/A,16GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/hp-probook-4-g1i-16-ultra-7-255u-bq5e1pt
257,"Laptop MSI Gaming GF63 Thin 12UC - 887VN (i7 12650H, 8GB, 512GB, RTX 3050 4GB, Full HD 144Hz, Win11)",18690000.0,20590000.0,MSI,Laptop,i7 12650H,8GB,512GB,N/A,Full HD,Windows 11,N/A,4.9,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-12uc-i7-887vn
258,"Laptop GIGABYTE Gaming A16 GA6H - GAMING-A16-CMHI2VN893SH (i7 13620H, 16GB, 512GB, RTX 4050 6GB, WUXGA 165Hz, Win11)",25390000.0,26790000.0,Gigabyte,Laptop,i7 13620H,16GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/gigabyte-a16-ga6h-i7-gaming-a16-cmhi2vn893sh
259,"Laptop Lenovo ThinkPad X9 15 OLED - 21Q60050VN (Ultra 5 228V, 32GB, 512GB, 2.8K OLED 120Hz, Win11 Pro)",47390000.0,48090000.0,Lenovo,Laptop,N/A,32GB,512GB,N/A,2.8K,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/lenovo-thinkpad-x9-15-oled-ultra-5-21q60050vn
260,"Laptop Lenovo Gaming Legion 5 15IAX10 - 83F0003CVN (Ultra 7 255HX, 32GB, 1TB, RTX 5060 8GB, WQXGA OLED 165Hz, OfficeH24, Win11)",48990000.0,49990000.0,Lenovo,Laptop,N/A,32GB,1TB,N/A,N/A,Windows 11,OfficeH24,5.0,https://www.thegioididong.com/laptop/lenovo-legion-5-15iax10-ultra-7-83f0003cvn
261,"Laptop Acer Swift AI SF14 51 53P9 - NX.J2KSV.002 (Ultra 5 226V, 16GB, 1TB, 2.8K OLED 90Hz, Win11)",,,Acer,Laptop,N/A,16GB,1TB,N/A,2K,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/acer-swift-ai-sf14-51-53p9-ultra-5-nxj2ksv002?utm_flashsale=1
262,"Laptop Acer Aspire 5 A514 56P 54TN - NX.KHRSV.004 (i5 1335U, 8GB, 512GB, WUXGA, Win11)",,,Acer,Laptop,i5 1335U,8GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/acer-aspire-5-a514-56p-54tn-i5-nxkhrsv004?utm_flashsale=1
263,"Laptop Lenovo ThinkBook 16 G7 - 21MS007HVN (Ultra 7 155U, 32GB, 1TB, WUXGA, Win11)",28390000.0,29890000.0,Lenovo,Laptop,N/A,32GB,1TB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/lenovo-thinkbook-16-g7-ultra-7-21ms007hvn
264,"Laptop HP Pavilion 15 eg3094TU - 8C5L5PA (i5 1335U, 8GB, 512GB, Full HD, Win11)",16290000.0,19590000.0,HP,Laptop,i5 1335U,8GB,512GB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3094tu-i5-8c5l5pa?utm_flashsale=1
265,"Laptop Asus Zenbook 14 OLED UX3405MA (Ultra 5 125H, 16GB, 512GB, 2.8K OLED 120Hz, Win11)",25990000.0,28490000.0,Asus,Laptop,N/A,16GB,512GB,N/A,2.8K,Windows 11,N/A,4.9,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-5-pp151w
266,"Laptop Asus Vivobook 16 M1607KA - MB091WS (R7 AI 350, 16GB, 512GB, WUXGA, OfficeH24+365, Win11)",20490000.0,22490000.0,Asus,Laptop,N/A,16GB,512GB,N/A,WUXGA,Windows 11,OfficeH24+365,5.0,https://www.thegioididong.com/laptop/asus-vivobook-16-m1607ka-r7-ai-350-mb091ws
267,"Laptop HP Gaming VICTUS 16 r0130TX - 8C5N5PA (i5 13500H, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",,,HP,Laptop,i5 13500H,16GB,512GB,N/A,Full HD,Windows 11,N/A,4.9,https://www.thegioididong.com/laptop/hp-gaming-victus-16-r0130tx-i5-8c5n5pa?utm_flashsale=1
268,"Laptop Dell Inspiron 14 5441 - N4O10441W1 (X1P 64 100, 16GB, 1TB, Full HD+, OfficeH24+365, Win11)",28990000.0,30390000.0,Dell,Laptop,N/A,16GB,1TB,N/A,Full HD,Windows 11,OfficeH24+365,5.0,https://www.thegioididong.com/laptop/dell-inspiron-14-5441-x1p-64-n4o10441w1
269,"Laptop MSI Prestige 13 AI Evo A1MG - 062VN (Ultra 7 155H, 32GB, 1TB, 2.8K OLED, Win11)",33090000.0,33390000.0,MSI,Laptop,N/A,32GB,1TB,N/A,2.8K,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/msi-prestige-13-ai-evo-a1mg-ultra-7-062vn
270,"Laptop Lenovo Yoga Slim 7 15ILL9 - 83HM000GVN (Ultra 7 258V, 32GB, 1TB, 2.8K 120Hz, Cảm ứng, OfficeHS, Win11)",,,Lenovo,Laptop,N/A,32GB,1TB,N/A,2.8K,Windows 11,OfficeHS,5.0,https://www.thegioididong.com/laptop/lenovo-yoga-slim-7-15ill9-ultra-7-83hm000gvn?utm_flashsale=1
271,"Laptop HP EliteBook 6 G1i 13 - BQ9L8PT (Ultra 5 225U, 16GB, 512GB, WUXGA, Win11)",25490000.0,25890000.0,HP,Laptop,N/A,16GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/hp-elitebook-6-g1i-13-ultra-5-225u-bq9l8pt
272,"Laptop Asus Vivobook S14 S3407CA - LY096WS (Ultra 7 255H, 16GB, 512GB, WUXGA, OfficeH24+365, Win11)",23990000.0,25490000.0,Asus,Laptop,N/A,16GB,512GB,N/A,WUXGA,Windows 11,OfficeH24+365,5.0,https://www.thegioididong.com/laptop/asus-s3407ca-ultra-7-ly096ws
273,"Laptop HP EliteBook 635 Aero G11 - B91D3PT (R7 8840HS, 32GB, 512GB, WUXGA, Win11)",27190000.0,29390000.0,HP,Laptop,R7 8840HS,32GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/hp-elitebook-635-aero-g11-r7-b91d3pt
274,"Laptop Dell Inspiron 15 3530 - N5I7301W1 (i7 1355U, 16GB, 512GB, Full HD 120Hz, Office365, KYHD, Win11)",20990000.0,21990000.0,Dell,Laptop,I7301W,16GB,512GB,N/A,Full HD,Windows 11,Office365,5.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n5i7301w1
275,"Laptop GIGABYTE Gaming G6 KF RC56 - 9RC56KF0HJIIXIVN000 (i7 13620H, 16GB, 512GB, RTX 4060 8GB, WUXGA 165Hz, Win11)",25390000.0,26790000.0,Gigabyte,Laptop,i7 13620H,16GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/gigabyte-g6-kf-rc56-i7-9rc56kf0hjiixivn000
276,"Laptop HP Gaming VICTUS 16 s0078AX - 8C5N7PA (R5 7640HS, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",19690000.0,26890000.0,HP,Laptop,R5 7640HS,16GB,512GB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/hp-victus-16-s0078ax-r5-8c5n7pa?utm_flashsale=1
277,"Laptop Lenovo Ideapad Slim 3 14IRH10 - 83K0000BVN (i5 13420H, 16GB, 512GB, WUXGA OLED, Win11)",18190000.0,19490000.0,Lenovo,Laptop,i5 13420H,16GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-oled-14irh10-i5-83k0000bvn
278,Laptop Lenovo Ideapad 1 15ALC7 R7 5700U/16GB/512GB/Win11 (82R400C1VN),14290000.0,,Lenovo,Laptop,R7 5700U,16GB,512GB,N/A,N/A,Windows 11,N/A,4.9,https://www.thegioididong.com/laptop/lenovo-ideapad-1-15alc7-r7-82r400c1vn
279,"Laptop MSI Gaming Katana A15 AI B8VG - 465VN (R7 8845HS, 16GB, 1TB, RTX 4070 8GB, Full HD 144Hz, Win11)",35110000.0,39290000.0,MSI,Laptop,R7 8845HS,16GB,1TB,N/A,Full HD,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/msi-katana-a15-ai-b8vg-r7-465vn
280,"Laptop HP EliteBook 6 G1i 13 - BQ9M6PT (Ultra 7 255U, 16GB, 512GB, WUXGA, Win11)",29490000.0,30190000.0,HP,Laptop,N/A,16GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/hp-elitebook-6-g1i-13-ultra-7-255u-bq9m6p
281,"Laptop Dell Inspiron 14 5440 - N4I7204W1 (Core 7 150U, 16GB, 512GB, Full HD+, OfficeHS, Win11)",24490000.0,26490000.0,Dell,Laptop,I7204W,16GB,512GB,N/A,Full HD,Windows 11,OfficeHS,5.0,https://www.thegioididong.com/laptop/dell-inspiron-14-5440-core-7-n4i7204w1
282,"Laptop Asus Vivobook S16 M5606KA - RI016WS (R7 AI 350, 24GB, 512GB, 2.8K OLED 120Hz, OfficeH24+365, Win11)",26990000.0,30390000.0,Asus,Laptop,N/A,24GB,512GB,N/A,2.8K,Windows 11,OfficeH24+365,5.0,https://www.thegioididong.com/laptop/asus-vivobook-s-16-m5606ka-r7-ai-350-ri016ws
283,"Laptop Acer Gaming Nitro V 16 ProPanel ANV16 41 R6ZY - NH.QP2SV.002 (R5 8645HS, 16GB, 512GB, RTX 3050 6GB, WUXGA 165Hz, Win11)",24290000.0,27490000.0,Acer,Laptop,R5 8645HS,16GB,512GB,N/A,WUXGA,Windows 11,N/A,5.0,https://www.thegioididong.com/laptop/acer-nitro-v-16-propanel-anv16-41-r6zy-r5-nhqp2sv002
284,"Laptop HP Pavilion 15 eg2088TU - 7C0R0PA (i7 1260P, 16GB, 512GB, Full HD, Win11)",,,HP,Laptop,i7 1260P,16GB,512GB,N/A,Full HD,Windows 11,N/A,4.9,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2088tu-i7-7c0r0pa?utm_flashsale=1
